Data transakcji,Kategoria,Produkt,Liczba,Cena,Wartość
2018-04-17 10:03:03,Elektronika,Kamera,1,1200.0,1200.0
2018-04-03 23:26:44,Elektronika,Kamera,1,1200.0,1200.0
2018-05-12 14:06:01,Elektronika,Laptop,5,2500.0,12500.0
2018-05-19 04:11:28,Spożywcze,Mleko,1,3.0,3.0
2018-05-27 10:46:48,Odzież,Kurtka,3,50.0,150.0
2018-05-15 03:55:11,Odzież,Kurtka,2,50.0,100.0
2018-05-17 17:45:52,Odzież,Koszulka,3,15.0,45.0
2018-05-03 21:21:40,Odzież,Kurtka,3,50.0,150.0
2018-05-02 07:03:17,Spożywcze,Mleko,1,3.0,3.0
2018-05-15 06:13:43,Elektronika,Telefon,3,800.0,2400.0
2018-05-21 13:34:13,Spożywcze,Chleb,3,2.0,6.0
2018-05-23 01:08:38,Elektronika,Kamera,2,1200.0,2400.0
2018-06-02 23:00:06,Spożywcze,Mleko,3,3.0,9.0
2018-06-10 00:13:50,Spożywcze,Jogurt,2,2.5,5.0
2018-06-18 18:23:34,Odzież,Koszulka,4,15.0,60.0
2018-06-22 16:26:44,Spożywcze,Jogurt,2,2.5,5.0
2018-06-18 09:11:16,Spożywcze,Mleko,5,3.0,15.0
2018-06-01 04:37:53,Odzież,Spodnie,5,30.0,150.0
2018-06-17 22:47:24,Elektronika,Kamera,2,1200.0,2400.0
2018-06-13 19:18:25,Elektronika,Laptop,2,2500.0,5000.0
2018-06-10 18:58:13,Elektronika,Kamera,1,1200.0,1200.0
2018-06-15 14:55:56,Odzież,Koszulka,4,15.0,60.0
2018-07-07 09:50:11,Odzież,Spodnie,1,30.0,30.0
2018-07-03 23:12:32,Odzież,Spodnie,3,30.0,90.0
2018-07-18 23:02:06,Odzież,Kurtka,1,50.0,50.0
2018-07-22 07:05:44,Spożywcze,Jogurt,1,2.5,2.5
2018-07-01 07:17:58,Odzież,Koszulka,4,15.0,60.0
2018-07-06 12:59:12,Odzież,Spodnie,2,30.0,60.0
2018-07-19 06:02:16,Odzież,Spodnie,5,30.0,150.0
2018-07-18 01:03:14,Spożywcze,Jogurt,5,2.5,12.5
2018-07-16 02:23:25,Odzież,Kurtka,4,50.0,200.0
2018-07-12 04:40:55,Spożywcze,Mleko,3,3.0,9.0
2018-08-02 16:07:33,Elektronika,Laptop,1,2500.0,2500.0
2018-08-16 20:52:13,Spożywcze,Mleko,5,3.0,15.0
2018-08-12 15:23:14,Elektronika,Telefon,3,800.0,2400.0
2018-08-01 14:08:50,Odzież,Spodnie,3,30.0,90.0
2018-08-05 23:47:38,Spożywcze,Jogurt,5,2.5,12.5
2018-08-27 00:18:57,Odzież,Spodnie,4,30.0,120.0
2018-08-04 18:24:26,Odzież,Spodnie,4,30.0,120.0
2018-08-12 03:55:32,Odzież,Kurtka,5,50.0,250.0
2018-08-18 19:46:38,Elektronika,Telefon,3,800.0,2400.0
2018-08-16 05:32:15,Spożywcze,Chleb,4,2.0,8.0
2018-09-06 04:07:43,Elektronika,Laptop,4,2500.0,10000.0
2018-09-17 22:54:05,Odzież,Spodnie,3,30.0,90.0
2018-09-12 02:38:07,Spożywcze,Jogurt,3,2.5,7.5
2018-09-06 01:48:39,Odzież,Kurtka,5,50.0,250.0
2018-09-02 02:31:55,Elektronika,Laptop,2,2500.0,5000.0
2018-09-19 02:16:09,Spożywcze,Chleb,1,2.0,2.0
2018-09-27 21:10:53,Spożywcze,Mleko,5,3.0,15.0
2018-09-06 05:48:18,Odzież,Koszulka,5,15.0,75.0
2018-09-13 18:50:05,Elektronika,Laptop,4,2500.0,10000.0
2018-09-13 05:34:07,Elektronika,Laptop,5,2500.0,12500.0
2018-10-26 13:16:05,Spożywcze,Chleb,3,2.0,6.0
2018-10-08 09:32:48,Elektronika,Laptop,2,2500.0,5000.0
2018-10-20 05:18:01,Spożywcze,Chleb,2,2.0,4.0
2018-10-25 22:59:49,Spożywcze,Chleb,4,2.0,8.0
2018-10-04 09:24:07,Odzież,Koszulka,2,15.0,30.0
2018-10-07 18:13:56,Odzież,Koszulka,2,15.0,30.0
2018-10-22 15:13:09,Odzież,Spodnie,5,30.0,150.0
2018-10-25 20:35:26,Odzież,Koszulka,1,15.0,15.0
2018-10-27 10:53:14,Elektronika,Kamera,5,1200.0,6000.0
2018-10-01 09:53:27,Spożywcze,Jogurt,2,2.5,5.0
2018-11-10 13:34:48,Elektronika,Kamera,3,1200.0,3600.0
2018-11-21 08:48:59,Odzież,Kurtka,2,50.0,100.0
2018-11-24 16:35:27,Odzież,Kurtka,3,50.0,150.0
2018-11-09 12:01:32,Odzież,Koszulka,5,15.0,75.0
2018-11-27 07:29:54,Spożywcze,Mleko,3,3.0,9.0
2018-11-14 06:42:40,Spożywcze,Jogurt,1,2.5,2.5
2018-11-18 11:25:33,Elektronika,Telefon,4,800.0,3200.0
2018-11-23 03:28:52,Spożywcze,Jogurt,2,2.5,5.0
2018-11-23 20:45:59,Elektronika,Laptop,3,2500.0,7500.0
2018-11-01 08:29:53,Odzież,Koszulka,4,15.0,60.0
2018-12-20 07:23:48,Odzież,Koszulka,3,15.0,45.0
2018-12-05 21:55:59,Spożywcze,Mleko,3,3.0,9.0
2018-12-25 19:39:13,Spożywcze,Mleko,5,3.0,15.0
2018-12-21 04:46:34,Elektronika,Telefon,4,800.0,3200.0
2018-12-05 03:41:31,Odzież,Kurtka,1,50.0,50.0
2018-12-06 17:38:24,Elektronika,Kamera,2,1200.0,2400.0
2018-12-02 22:43:01,Spożywcze,Mleko,3,3.0,9.0
2018-12-20 11:14:47,Elektronika,Laptop,1,2500.0,2500.0
2018-12-27 11:04:11,Odzież,Kurtka,1,50.0,50.0
2018-12-14 18:20:26,Elektronika,Telefon,1,800.0,800.0
2019-01-03 11:53:02,Odzież,Spodnie,4,30.0,120.0
2019-01-06 01:48:01,Spożywcze,Mleko,5,3.0,15.0
2019-01-03 12:26:24,Odzież,Spodnie,4,30.0,120.0
2019-01-10 05:36:57,Odzież,Spodnie,4,30.0,120.0
2019-01-17 03:50:07,Spożywcze,Jogurt,3,2.5,7.5
2019-01-01 22:05:30,Odzież,Kurtka,2,50.0,100.0
2019-01-12 05:47:47,Odzież,Spodnie,3,30.0,90.0
2019-01-16 00:21:57,Spożywcze,Mleko,4,3.0,12.0
2019-01-12 01:29:43,Elektronika,Kamera,4,1200.0,4800.0
2019-01-16 02:34:01,Odzież,Spodnie,2,30.0,60.0
2019-02-01 12:29:40,Spożywcze,Chleb,1,2.0,2.0
2019-02-19 11:49:35,Elektronika,Kamera,3,1200.0,3600.0
2019-02-19 15:57:51,Elektronika,Telefon,1,800.0,800.0
2019-02-15 12:48:27,Elektronika,Telefon,1,800.0,800.0
2019-02-11 21:38:54,Elektronika,Laptop,5,2500.0,12500.0
2019-02-23 07:03:19,Odzież,Spodnie,2,30.0,60.0
2019-02-16 00:37:29,Spożywcze,Chleb,3,2.0,6.0
2019-02-06 08:57:52,Elektronika,Kamera,1,1200.0,1200.0
2019-02-02 16:29:32,Spożywcze,Mleko,4,3.0,12.0
2019-02-03 22:25:04,Elektronika,Telefon,5,800.0,4000.0
2019-03-14 00:27:44,Odzież,Spodnie,5,30.0,150.0
2019-03-14 00:32:37,Elektronika,Laptop,3,2500.0,7500.0
2019-03-03 15:16:44,Spożywcze,Chleb,5,2.0,10.0
2019-03-09 16:19:07,Spożywcze,Chleb,1,2.0,2.0
2019-03-27 03:26:44,Elektronika,Telefon,4,800.0,3200.0
2019-03-19 01:44:14,Spożywcze,Chleb,2,2.0,4.0
2019-03-04 14:10:20,Spożywcze,Jogurt,2,2.5,5.0
2019-03-19 08:02:34,Elektronika,Laptop,4,2500.0,10000.0
2019-03-16 23:56:00,Spożywcze,Chleb,2,2.0,4.0
2019-03-07 06:22:53,Elektronika,Kamera,5,1200.0,6000.0
2019-04-18 13:51:47,Elektronika,Laptop,1,2500.0,2500.0
2019-04-26 03:06:11,Odzież,Kurtka,5,50.0,250.0
2019-04-13 23:31:51,Spożywcze,Chleb,5,2.0,10.0
2019-04-14 20:21:39,Odzież,Spodnie,2,30.0,60.0
2019-04-25 19:50:39,Odzież,Spodnie,2,30.0,60.0
2019-04-27 16:33:06,Elektronika,Kamera,5,1200.0,6000.0
2019-04-10 13:09:04,Elektronika,Laptop,1,2500.0,2500.0
2019-04-03 13:02:12,Elektronika,Kamera,2,1200.0,2400.0
2019-04-18 04:40:46,Elektronika,Laptop,4,2500.0,10000.0
2019-04-11 03:49:44,Odzież,Spodnie,1,30.0,30.0
2019-05-27 09:44:22,Odzież,Kurtka,5,50.0,250.0
2019-05-13 02:20:58,Odzież,Spodnie,1,30.0,30.0
2019-05-06 04:18:44,Spożywcze,Jogurt,1,2.5,2.5
2019-05-23 03:46:04,Elektronika,Kamera,5,1200.0,6000.0
2019-05-25 00:09:26,Spożywcze,Chleb,1,2.0,2.0
2019-05-16 21:59:00,Spożywcze,Jogurt,1,2.5,2.5
2019-05-05 10:58:08,Odzież,Koszulka,2,15.0,30.0
2019-05-23 19:47:37,Elektronika,Kamera,1,1200.0,1200.0
2019-05-02 11:53:27,Odzież,Spodnie,2,30.0,60.0
2019-05-03 16:09:00,Odzież,Spodnie,2,30.0,60.0
2019-06-05 06:54:42,Odzież,Spodnie,5,30.0,150.0
2019-06-13 03:04:58,Odzież,Spodnie,1,30.0,30.0
2019-06-06 11:48:53,Elektronika,Telefon,2,800.0,1600.0
2019-06-13 10:58:25,Spożywcze,Chleb,2,2.0,4.0
2019-06-12 18:40:41,Odzież,Koszulka,2,15.0,30.0
2019-06-19 15:29:39,Spożywcze,Jogurt,2,2.5,5.0
2019-06-25 05:46:48,Elektronika,Kamera,5,1200.0,6000.0
2019-06-10 21:33:59,Spożywcze,Jogurt,5,2.5,12.5
2019-06-01 15:02:10,Odzież,Spodnie,1,30.0,30.0
2019-06-11 13:29:38,Odzież,Spodnie,2,30.0,60.0
2019-07-11 13:24:39,Elektronika,Kamera,5,1200.0,6000.0
2019-07-10 03:58:50,Spożywcze,Jogurt,5,2.5,12.5
2019-07-18 02:17:07,Odzież,Koszulka,3,15.0,45.0
2019-07-04 11:11:18,Odzież,Kurtka,1,50.0,50.0
2019-07-25 08:12:55,Spożywcze,Chleb,2,2.0,4.0
2019-07-17 03:42:30,Elektronika,Telefon,2,800.0,1600.0
2019-07-13 01:29:30,Spożywcze,Mleko,5,3.0,15.0
2019-07-12 03:40:19,Spożywcze,Mleko,5,3.0,15.0
2019-07-13 20:29:05,Spożywcze,Mleko,2,3.0,6.0
2019-07-07 08:12:33,Elektronika,Kamera,5,1200.0,6000.0
2019-08-03 09:17:47,Spożywcze,Chleb,1,2.0,2.0
2019-08-16 19:12:26,Elektronika,Laptop,3,2500.0,7500.0
2019-08-02 05:03:49,Odzież,Koszulka,1,15.0,15.0
2019-08-21 17:26:44,Elektronika,Laptop,3,2500.0,7500.0
2019-08-12 06:19:39,Elektronika,Laptop,5,2500.0,12500.0
2019-08-03 07:55:39,Odzież,Koszulka,5,15.0,75.0
2019-08-17 04:42:29,Spożywcze,Chleb,5,2.0,10.0
2019-08-21 10:26:51,Spożywcze,Jogurt,4,2.5,10.0
2019-08-17 15:36:24,Spożywcze,Chleb,5,2.0,10.0
2019-08-11 22:48:46,Odzież,Kurtka,3,50.0,150.0
2019-09-24 15:57:26,Spożywcze,Chleb,4,2.0,8.0
2019-09-06 08:45:52,Elektronika,Laptop,4,2500.0,10000.0
2019-09-23 12:45:37,Odzież,Spodnie,1,30.0,30.0
2019-09-09 21:53:39,Odzież,Spodnie,5,30.0,150.0
2019-09-09 22:21:55,Spożywcze,Mleko,5,3.0,15.0
2019-09-07 10:45:06,Spożywcze,Jogurt,2,2.5,5.0
2019-09-19 00:25:30,Elektronika,Telefon,1,800.0,800.0
2019-09-19 04:47:54,Elektronika,Laptop,3,2500.0,7500.0
2019-09-23 01:05:31,Spożywcze,Mleko,5,3.0,15.0
2019-09-23 15:32:22,Elektronika,Kamera,3,1200.0,3600.0
2019-10-08 11:53:54,Spożywcze,Jogurt,3,2.5,7.5
2019-10-05 16:31:04,Spożywcze,Chleb,5,2.0,10.0
2019-10-25 01:45:58,Spożywcze,Jogurt,5,2.5,12.5
2019-10-06 21:56:26,Spożywcze,Chleb,5,2.0,10.0
2019-10-06 20:27:44,Spożywcze,Jogurt,2,2.5,5.0
2019-10-10 21:03:01,Elektronika,Laptop,2,2500.0,5000.0
2019-10-27 04:34:47,Spożywcze,Jogurt,1,2.5,2.5
2019-10-01 09:56:18,Spożywcze,Chleb,1,2.0,2.0
2019-10-05 21:56:30,Spożywcze,Chleb,2,2.0,4.0
2019-10-02 05:52:44,Odzież,Koszulka,5,15.0,75.0
2019-11-25 04:34:43,Spożywcze,Mleko,3,3.0,9.0
2019-11-10 12:46:42,Odzież,Spodnie,5,30.0,150.0
2019-11-13 17:52:29,Odzież,Spodnie,5,30.0,150.0
2019-11-25 23:43:14,Odzież,Kurtka,1,50.0,50.0
2019-11-17 00:38:21,Spożywcze,Jogurt,1,2.5,2.5
2019-11-10 09:49:49,Spożywcze,Chleb,3,2.0,6.0
2019-11-06 04:28:16,Elektronika,Laptop,2,2500.0,5000.0
2019-11-07 02:24:38,Odzież,Koszulka,1,15.0,15.0
2019-11-10 19:06:14,Elektronika,Kamera,2,1200.0,2400.0
2019-11-25 16:26:20,Odzież,Kurtka,1,50.0,50.0
2019-12-10 20:56:39,Elektronika,Telefon,3,800.0,2400.0
2019-12-15 10:28:47,Elektronika,Telefon,1,800.0,800.0
2019-12-21 22:06:07,Odzież,Koszulka,1,15.0,15.0
2019-12-20 23:38:10,Spożywcze,Chleb,3,2.0,6.0
2019-12-19 17:58:48,Odzież,Spodnie,2,30.0,60.0
2019-12-23 05:07:48,Odzież,Koszulka,2,15.0,30.0
2019-12-11 03:41:07,Elektronika,Kamera,2,1200.0,2400.0
2019-12-13 04:56:34,Elektronika,Telefon,3,800.0,2400.0
2019-12-13 06:38:38,Spożywcze,Jogurt,2,2.5,5.0
2019-12-23 02:10:28,Odzież,Kurtka,2,50.0,100.0
2020-01-15 10:58:03,Spożywcze,Mleko,4,3.0,12.0
2020-01-19 18:04:07,Odzież,Kurtka,1,50.0,50.0
2020-01-08 14:17:05,Odzież,Kurtka,5,50.0,250.0
2020-01-13 18:26:26,Spożywcze,Chleb,1,2.0,2.0
2020-01-21 03:26:35,Spożywcze,Mleko,2,3.0,6.0
2020-01-18 14:24:05,Odzież,Spodnie,1,30.0,30.0
2020-01-19 10:40:45,Odzież,Kurtka,2,50.0,100.0
2020-01-22 03:33:11,Elektronika,Kamera,3,1200.0,3600.0
2020-01-23 21:41:14,Elektronika,Telefon,1,800.0,800.0
2020-01-21 04:47:44,Elektronika,Telefon,5,800.0,4000.0
2020-02-16 08:07:57,Elektronika,Kamera,4,1200.0,4800.0
2020-02-09 02:04:30,Elektronika,Telefon,2,800.0,1600.0
2020-02-25 07:14:41,Elektronika,Kamera,3,1200.0,3600.0
2020-02-27 17:43:51,Odzież,Spodnie,5,30.0,150.0
2020-02-04 04:03:04,Odzież,Kurtka,1,50.0,50.0
2020-02-18 18:57:01,Spożywcze,Chleb,1,2.0,2.0
2020-02-17 17:11:24,Odzież,Kurtka,4,50.0,200.0
2020-02-08 02:27:51,Spożywcze,Mleko,4,3.0,12.0
2020-02-26 16:31:20,Spożywcze,Mleko,4,3.0,12.0
2020-02-13 04:10:29,Elektronika,Kamera,5,1200.0,6000.0
2020-03-24 12:19:22,Odzież,Koszulka,2,15.0,30.0
2020-03-12 17:37:35,Odzież,Spodnie,2,30.0,60.0
2020-03-04 19:19:33,Spożywcze,Jogurt,2,2.5,5.0
2020-03-04 10:25:25,Elektronika,Kamera,3,1200.0,3600.0
2020-03-03 23:31:49,Odzież,Spodnie,3,30.0,90.0
2020-03-02 00:50:22,Spożywcze,Chleb,5,2.0,10.0
2020-03-12 07:01:17,Spożywcze,Chleb,3,2.0,6.0
2020-03-18 00:14:41,Odzież,Spodnie,3,30.0,90.0
2020-03-12 04:14:29,Spożywcze,Chleb,4,2.0,8.0
2020-03-06 22:37:21,Spożywcze,Mleko,5,3.0,15.0
2020-04-09 09:15:49,Odzież,Kurtka,3,50.0,150.0
2020-04-27 08:27:04,Odzież,Koszulka,4,15.0,60.0
2020-04-20 08:03:36,Spożywcze,Chleb,4,2.0,8.0
2020-04-18 00:03:58,Odzież,Spodnie,3,30.0,90.0
2020-04-02 16:56:14,Odzież,Kurtka,4,50.0,200.0
2020-04-10 08:53:40,Spożywcze,Jogurt,4,2.5,10.0
2020-04-20 14:46:11,Spożywcze,Jogurt,2,2.5,5.0
2020-04-18 16:42:35,Odzież,Koszulka,3,15.0,45.0
2020-04-17 06:26:48,Elektronika,Laptop,3,2500.0,7500.0
2020-04-18 10:43:39,Elektronika,Telefon,1,800.0,800.0
2020-05-10 22:46:08,Spożywcze,Jogurt,1,2.5,2.5
2020-05-16 13:53:44,Spożywcze,Jogurt,2,2.5,5.0
2020-05-14 10:59:36,Odzież,Spodnie,3,30.0,90.0
2020-05-09 12:36:28,Elektronika,Laptop,2,2500.0,5000.0
2020-05-27 05:35:44,Spożywcze,Mleko,5,3.0,15.0
2020-05-08 02:01:14,Spożywcze,Mleko,5,3.0,15.0
2020-05-12 03:51:47,Spożywcze,Chleb,5,2.0,10.0
2020-05-02 08:02:41,Elektronika,Telefon,2,800.0,1600.0
2020-05-18 21:29:24,Elektronika,Kamera,2,1200.0,2400.0
2020-05-05 10:00:54,Elektronika,Kamera,3,1200.0,3600.0
2020-06-05 19:26:08,Elektronika,Laptop,1,2500.0,2500.0
2020-06-10 01:05:20,Elektronika,Telefon,4,800.0,3200.0
2020-06-14 02:05:04,Elektronika,Laptop,2,2500.0,5000.0
2020-06-07 20:01:48,Spożywcze,Chleb,2,2.0,4.0
2020-06-12 12:07:11,Odzież,Kurtka,1,50.0,50.0
2020-06-24 00:57:47,Odzież,Koszulka,3,15.0,45.0
2020-06-03 04:45:49,Spożywcze,Chleb,5,2.0,10.0
2020-06-02 00:19:44,Odzież,Kurtka,2,50.0,100.0
2020-06-10 11:08:36,Spożywcze,Chleb,5,2.0,10.0
2020-06-20 12:22:06,Elektronika,Laptop,1,2500.0,2500.0
2020-07-04 15:30:23,Elektronika,Kamera,4,1200.0,4800.0
2020-07-08 12:00:16,Odzież,Kurtka,5,50.0,250.0
2020-07-27 10:35:02,Odzież,Spodnie,1,30.0,30.0
2020-07-23 18:22:59,Elektronika,Kamera,2,1200.0,2400.0
2020-07-01 01:39:41,Elektronika,Telefon,4,800.0,3200.0
2020-07-06 00:07:54,Odzież,Koszulka,3,15.0,45.0
2020-07-19 23:07:02,Odzież,Koszulka,5,15.0,75.0
2020-07-02 09:32:13,Spożywcze,Mleko,4,3.0,12.0
2020-07-07 19:01:37,Elektronika,Telefon,5,800.0,4000.0
2020-07-10 15:55:33,Spożywcze,Mleko,1,3.0,3.0
2020-08-14 21:42:41,Spożywcze,Jogurt,2,2.5,5.0
2020-08-04 04:09:35,Spożywcze,Mleko,4,3.0,12.0
2020-08-10 18:17:39,Elektronika,Telefon,3,800.0,2400.0
2020-08-01 20:13:54,Spożywcze,Mleko,4,3.0,12.0
2020-08-09 18:20:53,Odzież,Koszulka,1,15.0,15.0
2020-08-21 18:50:41,Spożywcze,Chleb,5,2.0,10.0
2020-08-24 07:05:30,Odzież,Kurtka,5,50.0,250.0
2020-08-05 18:34:54,Spożywcze,Mleko,1,3.0,3.0
2020-08-12 08:49:19,Elektronika,Telefon,5,800.0,4000.0
2020-08-01 13:41:04,Odzież,Kurtka,3,50.0,150.0
2020-09-05 18:19:55,Elektronika,Telefon,3,800.0,2400.0
2020-09-12 12:46:26,Elektronika,Laptop,3,2500.0,7500.0
2020-09-12 15:26:25,Odzież,Koszulka,4,15.0,60.0
2020-09-17 01:34:06,Spożywcze,Jogurt,5,2.5,12.5
2020-09-19 10:01:43,Odzież,Koszulka,1,15.0,15.0
2020-09-19 05:22:44,Spożywcze,Mleko,5,3.0,15.0
2020-09-12 01:22:00,Spożywcze,Mleko,5,3.0,15.0
2020-09-26 07:30:10,Odzież,Spodnie,1,30.0,30.0
2020-09-05 08:26:59,Odzież,Kurtka,1,50.0,50.0
2020-09-15 03:46:39,Odzież,Kurtka,2,50.0,100.0
2020-10-26 10:06:35,Odzież,Kurtka,5,50.0,250.0
2020-10-21 03:47:16,Odzież,Spodnie,1,30.0,30.0
2020-10-19 16:16:51,Odzież,Spodnie,5,30.0,150.0
2020-10-01 20:17:58,Spożywcze,Chleb,5,2.0,10.0
2020-10-20 20:04:00,Elektronika,Laptop,5,2500.0,12500.0
2020-10-05 04:59:55,Odzież,Koszulka,3,15.0,45.0
2020-10-09 05:21:27,Spożywcze,Jogurt,3,2.5,7.5
2020-10-17 12:55:52,Elektronika,Kamera,4,1200.0,4800.0
2020-10-06 23:44:30,Spożywcze,Mleko,2,3.0,6.0
2020-10-04 11:01:24,Odzież,Koszulka,2,15.0,30.0
2020-11-18 08:15:24,Spożywcze,Chleb,5,2.0,10.0
2020-11-04 04:39:53,Odzież,Kurtka,3,50.0,150.0
2020-11-08 00:36:57,Odzież,Koszulka,5,15.0,75.0
2020-11-19 17:37:31,Elektronika,Telefon,1,800.0,800.0
2020-11-04 16:37:56,Odzież,Spodnie,5,30.0,150.0
2020-11-16 06:10:01,Odzież,Koszulka,5,15.0,75.0
2020-11-19 03:36:51,Elektronika,Kamera,5,1200.0,6000.0
2020-11-09 12:10:57,Spożywcze,Mleko,5,3.0,15.0
2020-11-11 06:13:27,Elektronika,Kamera,5,1200.0,6000.0
2020-11-03 20:13:44,Odzież,Kurtka,5,50.0,250.0
2020-12-09 05:18:21,Spożywcze,Mleko,4,3.0,12.0
2020-12-04 21:26:02,Spożywcze,Mleko,3,3.0,9.0
2020-12-15 03:41:28,Odzież,Koszulka,2,15.0,30.0
2020-12-12 09:13:18,Spożywcze,Jogurt,1,2.5,2.5
2020-12-08 23:36:43,Elektronika,Telefon,5,800.0,4000.0
2020-12-01 20:58:14,Odzież,Koszulka,2,15.0,30.0
2020-12-06 19:34:12,Odzież,Koszulka,4,15.0,60.0
2020-12-09 07:15:41,Spożywcze,Chleb,3,2.0,6.0
2020-12-07 00:57:45,Spożywcze,Jogurt,1,2.5,2.5
2020-12-18 22:15:33,Elektronika,Telefon,2,800.0,1600.0
2021-01-01 16:51:38,Elektronika,Telefon,3,800.0,2400.0
2021-01-02 10:29:32,Spożywcze,Chleb,1,2.0,2.0
2021-01-18 13:28:04,Spożywcze,Jogurt,5,2.5,12.5
2021-01-18 18:40:00,Spożywcze,Mleko,3,3.0,9.0
2021-01-18 02:30:40,Spożywcze,Jogurt,3,2.5,7.5
2021-01-23 08:02:55,Odzież,Spodnie,3,30.0,90.0
2021-01-10 21:43:33,Elektronika,Laptop,3,2500.0,7500.0
2021-01-07 01:35:15,Odzież,Kurtka,1,50.0,50.0
2021-01-16 18:12:27,Odzież,Spodnie,5,30.0,150.0
2021-01-15 16:30:36,Odzież,Koszulka,2,15.0,30.0
2021-02-25 19:47:46,Spożywcze,Chleb,4,2.0,8.0
2021-02-20 05:15:53,Odzież,Kurtka,2,50.0,100.0
2021-02-19 17:42:42,Odzież,Koszulka,2,15.0,30.0
2021-02-12 19:56:38,Spożywcze,Jogurt,5,2.5,12.5
2021-02-20 13:35:29,Spożywcze,Mleko,3,3.0,9.0
2021-02-16 22:25:44,Odzież,Spodnie,5,30.0,150.0
2021-02-01 21:36:38,Elektronika,Telefon,3,800.0,2400.0
2021-02-04 05:12:40,Spożywcze,Jogurt,4,2.5,10.0
2021-02-08 21:46:47,Elektronika,Telefon,1,800.0,800.0
2021-02-17 15:02:44,Odzież,Koszulka,1,15.0,15.0
2021-03-05 09:43:53,Odzież,Koszulka,3,15.0,45.0
2021-03-15 07:23:39,Elektronika,Telefon,4,800.0,3200.0
2021-03-17 21:55:33,Elektronika,Laptop,1,2500.0,2500.0
2021-03-02 21:38:04,Elektronika,Telefon,1,800.0,800.0
2021-03-21 04:21:12,Elektronika,Telefon,5,800.0,4000.0
2021-03-11 17:07:27,Odzież,Kurtka,1,50.0,50.0
2021-03-13 16:22:37,Elektronika,Laptop,2,2500.0,5000.0
2021-03-21 22:53:53,Spożywcze,Mleko,2,3.0,6.0
2021-03-06 23:20:46,Odzież,Spodnie,2,30.0,60.0
2021-03-13 03:13:00,Odzież,Koszulka,1,15.0,15.0
2021-04-15 01:33:42,Spożywcze,Jogurt,2,2.5,5.0
2021-04-03 00:37:44,Spożywcze,Jogurt,5,2.5,12.5
2021-04-11 21:31:09,Spożywcze,Mleko,2,3.0,6.0
2021-04-02 05:20:36,Elektronika,Telefon,4,800.0,3200.0
2021-04-08 05:35:38,Odzież,Koszulka,1,15.0,15.0
2021-04-26 16:31:09,Odzież,Spodnie,3,30.0,90.0
2021-04-07 08:15:19,Spożywcze,Jogurt,3,2.5,7.5
2021-04-09 04:40:17,Spożywcze,Mleko,5,3.0,15.0
2021-04-07 22:56:23,Elektronika,Kamera,5,1200.0,6000.0
2021-04-24 02:07:16,Elektronika,Laptop,1,2500.0,2500.0
2021-05-04 08:35:28,Spożywcze,Mleko,1,3.0,3.0
2021-05-19 01:57:28,Elektronika,Telefon,2,800.0,1600.0
2021-05-06 01:20:52,Odzież,Kurtka,4,50.0,200.0
2021-05-15 09:40:27,Spożywcze,Mleko,5,3.0,15.0
2021-05-15 01:54:52,Odzież,Koszulka,5,15.0,75.0
2021-05-17 16:24:01,Spożywcze,Chleb,2,2.0,4.0
2021-05-26 18:44:16,Spożywcze,Mleko,4,3.0,12.0
2021-05-07 18:15:30,Spożywcze,Mleko,3,3.0,9.0
2021-05-19 23:33:38,Elektronika,Kamera,2,1200.0,2400.0
2021-05-08 01:07:07,Elektronika,Kamera,2,1200.0,2400.0
2021-06-04 05:36:43,Elektronika,Laptop,1,2500.0,2500.0
2021-06-21 12:30:35,Odzież,Koszulka,2,15.0,30.0
2021-06-10 17:28:16,Odzież,Spodnie,3,30.0,90.0
2021-06-08 05:24:43,Odzież,Koszulka,4,15.0,60.0
2021-06-23 18:07:58,Elektronika,Laptop,4,2500.0,10000.0
2021-06-07 17:49:44,Spożywcze,Jogurt,5,2.5,12.5
2021-06-05 22:43:26,Elektronika,Kamera,2,1200.0,2400.0
2021-06-02 00:00:24,Odzież,Spodnie,3,30.0,90.0
2021-06-14 01:01:35,Spożywcze,Jogurt,1,2.5,2.5
2021-06-14 04:38:06,Spożywcze,Mleko,1,3.0,3.0
2021-07-08 14:30:07,Elektronika,Telefon,4,800.0,3200.0
2021-07-18 16:21:48,Odzież,Kurtka,5,50.0,250.0
2021-07-21 20:56:28,Spożywcze,Mleko,5,3.0,15.0
2021-07-20 05:28:03,Spożywcze,Mleko,4,3.0,12.0
2021-07-01 01:02:17,Odzież,Koszulka,2,15.0,30.0
2021-07-21 21:59:43,Spożywcze,Mleko,4,3.0,12.0
2021-07-26 14:58:27,Spożywcze,Jogurt,3,2.5,7.5
2021-07-22 06:12:30,Spożywcze,Jogurt,4,2.5,10.0
2021-07-06 11:16:49,Spożywcze,Jogurt,4,2.5,10.0
2021-07-10 20:58:33,Elektronika,Laptop,5,2500.0,12500.0
2021-08-11 08:44:22,Elektronika,Telefon,3,800.0,2400.0
2021-08-10 07:43:29,Elektronika,Kamera,1,1200.0,1200.0
2021-08-11 00:49:13,Odzież,Koszulka,4,15.0,60.0
2021-08-16 03:01:08,Spożywcze,Chleb,2,2.0,4.0
2021-08-07 12:25:46,Spożywcze,Jogurt,1,2.5,2.5
2021-08-11 07:57:59,Elektronika,Telefon,5,800.0,4000.0
2021-08-03 01:07:43,Elektronika,Kamera,1,1200.0,1200.0
